FID,Shape *,OBJECTID,GIS_Featur,Status,MATERIAL,MATERIAL_CD,Mat_Fact,TARGET_Mat_Fact,Age,Remaining_Life,RSL,TARGET_Remaining_Life,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,TARGET_RSL_Level,MaterialCl,INSTALL_DA,FRM_NODE,TO_NODE,DIAMETER,LEN_M,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,INST_YR,TotBrks,TotBrks_Lenght,BRK_SCR,BRK_SCR_TARGET,TotBrks_Level,BRKS_FVYRS,BRKS_FVYRS-Lenght,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,StreetNumb,StreetName,StreetFrom,StreetTo,Owner,Constructe,Condition,JointType,CFactor,CFactorDat,Corrosio_1,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,Flushed,FlushDate,EasementLo,Memo,PipeLocati,ImportantC,AssumeDate,GIS_ID,Constructe,Corrosio_1,TEXTLABEL,TOBEREPLAC,HANSEN_COM,TRANS,TotBrks,SOIL,WaterBodie,Under Bridger,RoadWay,Forest_Gre,River_cree,LandFill,WL,HWY,RWY,TracerWire,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,FlushDate,Easement,EasementLo,DeadEnd,RoadClass,ReportNumb,DrawingNum,HydrantCon,Maintenanc,MeterRoute,HighLevelA,MapGrid,CriticalCr,PipeLocati,ImportantC,CorrosionP,Medical_Services,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_,,BreakDate1,BreakYear1,BreakDate2,,BreakYear2,BreakDate3,BreakYear3,,BreakDate4,BreakYear4,,BreakDate5,BreakYear5,,BreakDate6,BreakYear6,,BreakDate7,BreakYear7,,BreakDate8,BreakYear8,,BreakDate9,BreakYear9,,BreakDat_10,BreakYear10,,BreakDat-2,,BreakDat-3,,BreakDat-4,,BreakDat-5,,BreakDat-6,BreakDat-7,BreakDat-8,BreakDat-9,,BreakDa-10,,BreakDa-11,BreakDa-12,,BreakDa-13,BreakDa-14,BreakDa-15,BreakDa-16,BreakDa-17,,CauseOfBre,CauseOfB_1,CauseOfB_2,CauseOfB_3,CauseOfB_4,CauseOfB_5,CauseOfB_6,CauseOfB_7,CauseOfB_8,CauseOfB_9,CauseOf_10,CauseOf_11,CauseOf_12,CauseOf_13,CauseOf_14,CauseOf_15,CauseOf_16,CauseOf_17,CauseOf_18,CauseOf_19,CauseOf_20,CauseOf_21,CauseOf_22,CauseOf_23,CauseOf_24,CauseOf_25,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,AssetName,Components,EOCCategor,EOCRecepti,EMSCategor,EMSTier1Cl,EMSTier2Cl,EMSHierarc,Rotation,NEW_DEVELO,Development,GIS_ID_12,FILE_NO,Planner,Status_1,CONDO_PLAN,CPLANYEAR
998,Polyline,3081,L2070,ACTIVE,CI,CI,0.3,0.25,27,61.1,61.1,59.75,59.75,0,0,Very Low,Very Low,0,1990_04_27,N12131,N12160,200,17.6,17.6,13.2,26400,7.128333333,15,1990,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,7,BASE LINE RD E,HIGHLAND AVE,HIGHLAND AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,3245230, ,3000-01-01,200 CI, ,L2070,0,0, ,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,90-043,0,0, , , ,78-56, ,0,0,0,0,15,0.042136065,1.91876E-13,0.172688647,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
999,Polyline,3082,L18166,ACTIVE,CI,CI,0.3,0.25,50,45,45,42.5,42.5,5,5,Medium,Medium,SPUN CAST,1967_01_01,N7212,N7211,200,179.892329,179.892329,134.9192468,269838.4935,5.25,15,1967,3,0.016676642,5,7.35,,0,0,0,6,,200,296.815,Medium,Moderately High,3,4, ,WEXFORD AVE,CORNELL CRES,MASEFIELD CRES,CITY, ,UNKN,UNKN,66,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,13740591, ,3000-01-01,200 CI, ,L18166,0,6,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,2,0,0,0, , , ,86-60, ,1,1,0,0,15,0.042136065,1.9612E-12,1.765077439,0,,2007-12-16,2007,2010-12-05,,2010,1981-10-19,1981,,2003-03-24,2003,,1995-12-04,1995,,2006-12-14,2006,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,DETERIORATION,CORROSION,N_A,DETERIORATION,CORROSION,IMPROPER BEDDING, , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,440,448.015,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1000,Polyline,3083,L15044,ACTIVE,PVC,PVC,0.1,0.04,22,60.2,60.2,58.88,58.88,0,0,Very Low,Very Low,DR 18,1995_11_20,N3170,N64,250,41.76,41.76,31.32,62640,7.023333333,15,1995,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,50,ENTERPRISE DR,MIDPARK RD,MIDPARK RD,PRIVATE, ,SATI,UNKN,150,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,25364533, ,3000-01-01,250 PVC, ,L15044,1,0,Unknown,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,95-147,0,0, , , ,84-53,Unknown,0,0,0,0,15,0.038972696,1.37983E-13,0.124184679,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1001,Polyline,3084,L1346,ACTIVE,DI,DI,0.5,0.26,33,63.5,63.5,55.58,55.58,0,0,Very Low,Very Low,CL 52,1984_01_01,N2937,N12684,200,18.51,18.51,13.8825,27765,7.408333333,15,1984,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,567,ROSECLIFFE TERR,ROSECLIFFE CRES,ROSECLIFFE TERR,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,2056378, ,3000-01-01,200 CI, ,L1346,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,75-55, ,0,0,0,0,15,0.042136065,2.01797E-13,0.181617435,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,748,39CD-09509,LM,REGISTERED,MCC 790,2012
1002,Polyline,3085,L8641,ACTIVE,CI,CI,0.3,0.25,63,35.9,35.9,32.75,32.75,5,5,Medium,Medium,SPUN CAST,1954_01_01,N7258,N7323,150,142.2,142.2,106.65,213300,4.188333333,5,1954,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3, ,MERLIN CRES,SUDBURY AVE,WHITEHALL DR,CITY, ,SATI,PUSH,120,2010-11-23,3000-01-01,1,2010-11-23,NORDI TUBE CIPP,N/A,0,3000-01-01, ,STRUCTURAL LINED,1,1,<Null>,13702633, ,3000-01-01,150 CI, ,L8641,0,0,Silt,0,0,0,0,0,0,0,0,0,0,1,2010-11-23,NORDI TUBE CIPP,N/A,3000-01-01,0, ,0,2,2010-052,0,0, , , ,85-60,Unknown,1,1,0,0,15,0.04681637,7.25848E-12,6.532631547,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,470,454.1,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1003,Polyline,3086,L13646,ACTIVE,CI,CI,0.3,0.25,31,58.3,58.3,56.75,56.75,0,0,Very Low,Very Low,0,1986_01_21,N3827,N9357,150,54.9,54.9,41.175,82350,6.801666667,15,1986,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,460,POND MILLS RD,MILLRIDGE RD,MILLRIDGE RD,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,22721490, ,3000-01-01,150 CI, ,L13646,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,86-032,0,0, , ,WESTMOUNT/PONDMILLS,84-55, ,0,0,0,0,15,0.04681637,2.80232E-12,2.522091926,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,600,561.6,REPLACE,REPLACE,3,3, , , , , , , , ,0,NO,0,0, , , , , 
1004,Polyline,3087,L3003,ACTIVE,DI,DI,0.5,0.26,43,58.5,58.5,48.18,48.18,0,5,Very Low,Medium,CL 52,1974_01_01,N11353,N11352,150,3.57,3.57,2.6775,5355,6.825,15,1974,0,0,0,6,,0,0,0,6,,120,284.8,Moderately Low,Medium,2,3, ,CHESTER ST,MCKEON AVE,MCKEON AVE,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,4814192, ,3000-01-01,150 DI, ,L3003,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,80-56, ,1,1,0,0,15,0.04681637,1.82228E-13,0.164004885,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,360,438.1,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1005,Polyline,3088,L8467,ACTIVE,CI,CI,0.3,0.25,54,42.2,42.2,39.5,39.5,5,5,Medium,Medium,SPUN CAST,1963_01_01,N7447,N7481,150,95.02,95.02,71.265,142530,4.923333333,5,1963,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3, ,KALADAR DR,ADDISON DR,WADSWORTH ST,CITY, ,SATI,UNKN,120,2004-01-01,3000-01-01,1,1996-06-01,CEMENT MORTAR,N/A,0,3000-01-01, , ,1,1,<Null>,13349178, ,3000-01-01,150 CI, ,L8467,0,0,Sand,0,0,1,0,0,0,0,0,0,0,1,1996-06-01,CEMENT MORTAR,N/A,3000-01-01,0, ,0,1,96-052,0,1, , , ,84-63, ,1,1,0,0,15,0.04681637,4.85022E-12,4.365194442,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,470,454.1,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1006,Polyline,3089,L6146,ACTIVE,CI,CI,0.3,0.25,57,40.1,40.1,37.25,37.25,5,5,Medium,Medium,SPUN CAST,1960_01_01,N9052,N9046,150,270.07,270.07,202.5525,405105,4.678333333,5,1960,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3,72,VINEWOOD CRT,CLEVELAND AVE,CLEVELAND AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,9783674, ,3000-01-01,150 CI, ,L6146,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,83-57, ,0,0,0,1,15,0.04681637,1.37855E-11,12.40694657,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,0,0,15,9,90,111.3,Moderately Low,Medium,2,3,470,517.1,RELINE - REHAB,REPLACE,2,3,Allan Rush Gardens (F), , ,n/a,Infrastructure,Special Care,Adult Day Care,ems.infrastructure.specialCare.adultDayCare,90,YES,1,608,39CD-90012,BD,REGISTERED,MCC 224,1991
1007,Polyline,3090,L10791,ACTIVE,DI,DI,0.5,0.26,30,65,65,57.8,57.8,0,0,Very Low,Very Low,CL 52,1987_01_01,N5698,N5822,150,84.66,84.66,63.495,126990,7.583333333,15,1987,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,ORKNEY CRES,DOON DR,BRUSSELS RD,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,17276265, ,3000-01-01,150 DI, ,L10791,0,0,Silt,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,78-63, ,1,1,0,0,15,0.04681637,4.3214E-12,3.889258697,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,510,498.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1008,Polyline,3091,L3905,ACTIVE,DI,DI,0.5,0.26,29,65.5,65.5,58.54,58.54,0,0,Very Low,Very Low,CL 52,1988_01_01,N11064,N11060,200,10.54,10.54,7.905,15810,7.641666667,15,1988,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,KING ST,COLBORNE ST,COLBORNE ST,CITY, ,SATI,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,5861044, ,3000-01-01,200 DI, ,L3905,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,80-59, ,1,1,0,0,15,0.042136065,1.14908E-13,0.103416951,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,499, , ,REGISTERED,MCC 307,1994
1009,Polyline,3092,L1008,ACTIVE,DI,DI,0.5,0.26,47,56.5,56.5,45.22,45.22,0,5,Very Low,Medium,CL 52,1970_01_01,N12886,N12885,300,103.76,103.76,77.82,155640,6.591666667,15,1970,0,0,0,6,,0,0,0,6,,120,284.8,Moderately Low,Medium,2,3, ,WONDERLAND RD S,MCMASTER DR,MCMASTER DR,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,1608196, ,3000-01-01,300 DI, ,L1008,0,0,Clay,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,4,0,0,1, , ,WESTMOUNT/PONDMILLS,76-54, ,1,1,0,0,15,0.03664517,1.29552E-13,0.116597049,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,463.3,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,443,39CD-99504,BD,REGISTERED,MCC 430,1999
1010,Polyline,3093,L4629,ACTIVE,DI,DI,0.5,0.26,28,66,66,59.28,59.28,0,0,Very Low,Very Low,CL 52,1989_04_12,N10319,N1020,150,4.19,4.19,3.1425,6285,7.7,15,1989,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,696,WELLINGTON RD,CRESTON AVE,CRESTON AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,7104529, ,3000-01-01,150 CI, ,L4629,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,89-074,0,0, , , ,81-55, ,0,0,0,0,15,0.04681637,2.13875E-13,0.192487526,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1011,Polyline,3094,L12267,ACTIVE,DI,DI,0.5,0.26,117,21.5,21.5,-6.58,0,10,15,Moderately High,Very High,CL 52,1900_01_01,N6165,N6163,200,87.84,87.84,65.88,131760,2.508333333,10,1900,0,0,0,6,,0,0,0,6,,160,329.3,Moderately Low,Moderately High,2,4,453,PLATT'S LANE,TROTT DR,TROTT DR,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,19731136, ,3000-01-01,200 DI, ,L12267,0,0,Unknown,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,77-60,Unknown,0,0,0,0,15,0.042136065,9.57637E-13,0.861873339,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,490,543.5,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
1012,Polyline,3095,L5370,ACTIVE,CI,CI,0.3,0.25,107,5.1,5.1,-0.25,0,15,15,Very High,Very High,PIT RUN,1910_01_01,N9827,N9824,100,204.97,204.97,153.7275,307455,0.595,5,1910,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,DAME ST,SACKVILLE ST,EGERTON ST,CITY, ,RHRP,UNKN,23,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,8288748, ,3000-01-01,100 CI, ,L5370,0,0,Sand,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,82-58,Unknown,1,1,0,0,15,0.054860098,9.31004E-11,83.79035022,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,550,541,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
1013,Polyline,3096,L9397,ACTIVE,PVC,PVC,0.1,0.04,28,54.8,54.8,53.12,53.12,0,0,Very Low,Very Low,DR 18,1989_01_23,N6708,N6707,200,30.9,30.9,23.175,46350,6.393333333,15,1989,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,131,BONAVENTURE DR,ADMIRAL DR,ADMIRAL DR,PRIVATE, ,UNKN,UNKN,130,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,14939450, ,3000-01-01,200 PVC, ,L9397,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,89-050,0,0, , , ,87-61, ,0,0,0,0,15,0.042136065,3.36874E-13,0.303186318,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,369, , ,REGISTERED,MCC 178,1990
1014,Polyline,3097,L3013,ACTIVE,CI,CI,0.3,0.25,63,35.9,35.9,32.75,32.75,5,5,Medium,Medium,SPUN CAST,1954_01_01,N11349,N11348,150,42.64,42.64,31.98,63960,4.188333333,5,1954,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3, ,CHESTER ST,HIGH ST,HIGH ST,CITY, ,UNKN,UNKN,47,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,4820850, ,3000-01-01,150 CI, ,L3013,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,80-56, ,1,1,0,0,15,0.04681637,2.17652E-12,1.958870669,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,320,349.1,RELINE - REHAB,DO NOTHING,2,1, , , , , , , , ,0,NO,0,0, , , , , 
1015,Polyline,3098,L867,ACTIVE,STEEL,S,0.3,0.25,60,38,38,35,35,5,5,Medium,Medium,CAUTION! CONTAINS CHRYSOTILE ASBEESTOS,1957_01_01,N13088,N13082,600,17.58,17.58,13.185,26370,4.433333333,5,1957,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3, ,HYDE PARK RD,HYDE PARK RD,HAZELDEN LANE,CITY, ,UNKN,UNKN,88,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,CAUTION! REFER TO CUTTING PROCEDURES - CONTAINS CHRYSOTILE ASBEESTOS,1,1,<Null>,1283663, ,3000-01-01,600 STEEL, ,L867,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,4,0,(WD-6),0, , , ,74-57, ,1,1,1,0,15,0.029461491,5.5147E-16,0.000496323,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,500,479.3,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1016,Polyline,3099,L11,ACTIVE,DI,DI,0.5,0.26,39,60.5,60.5,51.14,51.14,0,0,Very Low,Very Low,CL 52,1978_01_01,N13589,N13465,200,70.05,70.05,52.5375,105075,7.058333333,15,1978,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,FAIRLANE RD,FAIRLANE AVE,COACHWOOD CRES,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,28755, ,3000-01-01,200 DI, ,L11,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,72-55, ,1,1,0,0,15,0.042136065,7.63689E-13,0.687320439,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1017,Polyline,3100,L9039,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N6969,N6703,150,33.59,33.59,25.1925,50385,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,410,INDUSTRIAL RD,DUNDAS ST,DUNDAS ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,14247520, ,3000-01-01,150 CI,YES,L9039,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,87-61, ,0,0,0,0,15,0.04681637,1.71457E-12,1.543115989,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,490,501.1,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
